Unnamed: 0,Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,SimillarHTTP,Inbound,Label
1,192.168.50.8-54.210.144.213-59147-443-6,192.168.50.8,59147,54.210.144.213,443,6,51:43.3,10752566,5,6,4,62,1,0,0.8,0.447213595,31,0,10.33333333,16.00833116,6.138069741,1.023011623,1075256.6,3143252.701,10003798,1,10752566,2688141.5,4926703.454,10062049,1,10693939,2138787.8,4437648.824,10061989,2,0,0,0,0,100,168,0.465005283,0.55800634,0,31,5.583333333,11.88167675,141.1742424,0,0,0,0,0,1,0,0,1,6.090909091,0.8,10.33333333,100,0,0,0,0,0,0,5,4,6,62,16425,114,3,20,58252,0,58252,58252,10003798,0,10003798,10003798,0,0,BENIGN
128,192.168.50.8-72.21.91.29-59104-80-6,192.168.50.8,59104,72.21.91.29,80,6,51:43.4,116700629,28,28,904,1576,440,0,32.28571429,115.1549221,788,0,56.28571429,206.6650282,21.25095658,0.47986031,2121829.618,4057030.818,10018355,1,116672560,4321205.926,4954531.211,10046457,1,116672726,4321212.074,4972478.154,10046446,1,0,0,0,0,560,848,0.239930155,0.239930155,0,788,43.52631579,164.8118088,27162.93233,0,0,0,0,0,1,0,0,1,44.30357143,32.28571429,56.28571429,560,0,0,0,0,0,0,28,904,28,1576,16425,294,25,20,45423.16667,60335.81917,237015,27904,9677290,1069362.72,10018355,6286924,ocsp.digicert.com/,0,BENIGN
28,192.168.50.8-52.203.113.92-59160-443-6,192.168.50.8,59160,52.203.113.92,443,6,51:43.4,40071270,9,10,8,62,1,0,0.888888889,0.333333333,31,0,6.2,13.07074766,1.746887483,0.474155174,2226181.667,4250919.793,10014151,1,40071270,5008908.75,5355218.928,10077662,1,40007476,4445275.111,5272154.638,10077642,1,0,0,0,0,180,200,0.224599819,0.249555355,0,31,3.55,9.400307946,88.36578947,0,0,0,0,0,1,0,0,1,3.736842105,0.888888889,6.2,180,0,0,0,0,0,0,9,8,10,62,63398,33580,7,20,63489.75,29.62403304,63530,63466,9954260.75,109551.1973,10014151,9790309,0,0,BENIGN
92,192.168.50.8-208.185.50.75-59166-443-6,192.168.50.8,59166,208.185.50.75,443,6,51:43.5,95301325,22,20,73,0,53,0,3.318181818,11.09863296,0,0,0,0,0.765991449,0.440707409,2324422.561,4193104.958,10013298,1,95301325,4538158.333,4993086.556,10046452,1,90308553,4753081.737,5147479.016,10046490,1,0,0,0,0,440,640,0.230846738,0.209860671,0,53,1.720930233,8.021772697,64.34883721,0,0,0,0,0,1,0,0,0,1.761904762,3.318181818,0,440,0,0,0,0,0,0,22,73,20,0,63520,14180,20,20,33205.77778,35.04917181,33273,33157,10001093.56,6895.309821,10013298,9997523,0,0,BENIGN
27,192.168.50.8-52.203.113.92-59165-443-6,192.168.50.8,59165,52.203.113.92,443,6,51:43.5,40022787,9,10,8,62,1,0,0.888888889,0.333333333,31,0,6.2,13.07074766,1.749003636,0.474729558,2223488.167,4248000.236,10002623,1,40022787,5002848.375,5348775.714,10062033,1,39963158,4440350.889,5266327.942,10062044,1,0,0,0,0,180,296,0.224871896,0.249857662,0,31,3.55,9.400307946,88.36578947,0,0,0,0,0,1,0,0,1,3.736842105,0.888888889,6.2,180,0,0,0,0,0,0,9,8,10,62,16214,123,7,20,59376.5,33.8476981,59423,59349,9946250.25,112722.1671,10002623,9777167,0,0,BENIGN
133,192.168.50.8-96.6.27.46-59153-443-6,192.168.50.8,59153,96.6.27.46,443,6,51:43.5,119743393,37,42,17768,2628,3036,0,480.2162162,925.7602022,438,0,62.57142857,155.1259351,170.3309008,0.659744125,1535171.705,3587882.15,10017636,0,119714586,3325405.167,4727195.751,10046407,1,119714613,2919868.61,4594745.181,10046507,0,0,0,0,0,740,1104,0.308994084,0.350750041,0,3036,254.9625,668.8004271,447294.0112,0,0,0,0,0,1,0,0,1,258.1898734,480.2162162,62.57142857,740,0,0,0,0,0,0,37,17768,42,2628,16315,556,30,20,82452.25,97034.72755,244626,28658,9893763,154558.8066,10017636,9507741,0,0,BENIGN
203,172.217.0.226-192.168.50.8-443-59170-6,192.168.50.8,59170,172.217.0.226,443,6,51:43.6,100370681,42,64,2744,3088,175,0,65.33333333,72.89306122,118,0,48.25,44.53569997,58.10461722,1.056085292,955911.2476,6444602.524,58455120,0,100303833,2446434.951,10224755.05,58522205,1,100344142,1592764.159,8290503.759,58481659,1,1,0,0,0,864,1280,0.418448889,0.637636403,0,175,56.14018692,58.63758995,3438.366955,0,0,1,0,0,1,0,0,1,56.66981132,65.33333333,48.25,864,0,0,0,0,0,0,42,2744,64,3088,16260,313,25,20,326848.6667,62282.10902,370508,255527,33010169.67,23939819.11,58455120,10931904,0,0,BENIGN
38,192.168.50.8-35.173.44.140-59167-443-6,192.168.50.8,59167,35.173.44.140,443,6,51:43.7,40376804,11,12,10,62,1,0,0.909090909,0.301511345,31,0,5.166666667,12.06673363,1.783202058,0.569633991,1835309.273,3942427.477,10017703,1,40376804,4037680.4,5188397.405,10077606,2,40316737,3665157.909,5074713.313,10077646,1,0,0,0,0,220,360,0.272433648,0.297200343,0,31,3.041666667,8.624934362,74.38949275,0,0,0,0,0,1,0,0,1,3.173913043,0.909090909,5.166666667,220,0,0,0,0,0,0,11,10,12,62,16236,122,9,20,59917.5,28.95398648,59944,59882,10006003.25,7799.890443,10017703,10002071,0,0,BENIGN
37,192.168.50.8-35.173.44.140-59168-443-6,192.168.50.8,59168,35.173.44.140,443,6,51:43.7,40376613,11,12,10,62,1,0,0.909090909,0.301511345,31,0,5.166666667,12.06673363,1.783210494,0.569636685,1835300.591,3944497.45,10018106,1,40376613,4037661.3,5191740.525,10077630,2,40316850,3665168.182,5077795.377,10077632,1,0,0,0,0,220,240,0.272434937,0.297201749,0,31,3.041666667,8.624934362,74.38949275,0,0,0,0,0,1,0,0,1,3.173913043,0.909090909,5.166666667,220,0,0,0,0,0,0,11,10,12,62,63487,32120,9,20,59523.5,55.66866264,59588,59452,10010296.25,8967.832119,10018106,10002487,0,0,BENIGN
94,192.168.50.8-72.21.91.29-59105-80-6,192.168.50.8,59105,72.21.91.29,80,6,51:43.7,95067565,21,20,20,0,1,0,0.952380952,0.21821789,0,0,0,0,0.210376694,0.431272222,2376689.125,4228787.371,10018416,1,95067565,4753378.25,5009324.678,10046325,1,90293032,4752264.842,5146593.117,10046374,1,0,0,0,0,420,640,0.220895528,0.210376694,0,1,0.5,0.506060827,0.256097561,0,0,0,0,0,1,0,0,0,0.512195122,0.952380952,0,420,0,0,0,0,0,0,21,20,20,0,16228,292,19,20,27933.55556,53.09216305,28003,27836,10004618.56,5174.448983,10018416,10002819,0,0,BENIGN
127,192.168.50.254-224.0.0.5-0-0-0,192.168.50.254,0,224.0.0.5,0,0,51:43.7,113714745,42,0,0,0,0,0,0,0,0,0,0,0,0,0.369345242,2773530.366,4255587.73,9890905,0,113714745,2773530.366,4255587.73,9890905,0,0,0,0,0,0,0,0,0,0,0,0,0.369345242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,-1,-1,0,0,287714.1667,996654.4188,3452517,3,9188514.167,1157074.913,9890905,5608466,0,0,BENIGN
107,192.168.50.8-208.185.50.80-59169-443-6,192.168.50.8,59169,208.185.50.80,443,6,51:43.9,95909509,22,20,73,0,53,0,3.318181818,11.09863296,0,0,0,0,0.761134123,0.437912783,2339256.317,4203302.794,10013125,1,95909509,4567119.476,4996928.984,10046349,1,90293125,4752269.737,5146597.566,10046469,1,0,0,0,0,440,640,0.229382886,0.208529897,0,53,1.720930233,8.021772697,64.34883721,0,0,0,0,0,1,0,0,0,1.761904762,3.318181818,0,440,0,0,0,0,0,0,22,73,20,0,63104,14202,20,20,33214.6,78.42930291,33353,33128,9557736.1,1396538.499,10013125,5583142,0,0,BENIGN
41,192.168.50.8-54.222.199.48-59143-443-6,192.168.50.8,59143,54.222.199.48,443,6,51:45.3,39337035,11,10,10,62,1,0,0.909090909,0.301511345,31,0,6.2,13.07074766,1.830336221,0.533848065,1966851.75,3789246.846,10005077,1,39337035,3933703.5,4948849.774,10342847,1,38998962,4333218,5271718.61,11356812,1,0,0,0,0,220,200,0.2796347,0.254213364,0,31,3.318181818,8.972902931,80.51298701,0,0,0,0,0,1,0,0,0,3.476190476,0.909090909,6.2,220,0,0,0,0,0,0,11,10,10,62,63489,30968,9,20,591277,506975.3404,1351740,337695,9242886.25,1524379.5,10005077,6956317,0,0,BENIGN
134,192.168.50.8-96.6.27.46-59154-443-6,192.168.50.8,59154,96.6.27.46,443,6,51:48.8,114813861,35,40,17724,2628,3028,0,506.4,942.8197133,438,0,65.7,158.389685,177.2608274,0.653231233,1551538.662,3558325.644,10017649,0,114784986,3376029,4670415.061,10046436,1,114785041,2943206.179,4541417.679,10046499,0,0,0,0,0,700,1040,0.304841242,0.348389991,0,3028,267.8026316,682.1419016,465317.5739,0,0,0,0,0,1,0,0,1,271.3733333,506.4,65.7,700,0,0,0,0,0,0,35,17724,40,2628,16315,556,28,20,534792.1818,1537625.901,5163615,28745,9900206.364,131498.8159,10017649,9663371,0,0,BENIGN
381,192.168.50.8-8.8.8.8-51556-53-17,192.168.50.8,51556,8.8.8.8,53,17,51:53.3,56824,2,2,64,256,32,32,32,0,128,128,128,0,5631.423342,70.39279178,18941.33333,32803.02157,56819,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,40,40,35.19639589,35.19639589,32,128,70.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,88,32,128,40,0,0,0,0,0,0,2,64,2,256,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
2226,192.168.50.8-8.8.8.8-53554-53-17,192.168.50.8,53554,8.8.8.8,53,17,51:53.4,104191,2,2,82,114,41,41,41,0,57,57,57,0,1881.160561,38.39103185,34730.33333,60151.2378,104187,2,2,2,0,2,2,2,2,0,2,2,0,0,0,0,40,64,19.19551593,19.19551593,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41,57,40,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
2,192.168.50.8-54.210.144.213-59147-443-6,192.168.50.8,59147,54.210.144.213,443,6,51:54.1,58194,1,1,0,0,0,0,0,0,0,0,0,0,0,34.36780424,58194,0,58194,58194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,17.18390212,17.18390212,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,16417,114,0,20,0,0,0,0,0,0,0,0,0,0,BENIGN
1166,192.168.50.8-54.210.144.213-59147-443-6,54.210.144.213,443,192.168.50.8,59147,6,51:54.2,107,1,2,0,0,0,0,0,0,0,0,0,0,0,28037.38318,53.5,72.83199846,105,2,0,0,0,0,0,2,2,0,2,2,0,0,0,0,20,40,9345.794393,18691.58879,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,20,0,0,0,0,0,0,1,0,2,0,114,16417,0,20,0,0,0,0,0,0,0,0,0,1,BENIGN
202,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,52:00.4,114004796,14,0,0,0,0,0,0,0,0,0,0,0,0,0.122801851,8769599.692,14414368.15,39498818,1,114004796,8769599.692,14414368.15,39498818,1,0,0,0,0,0,0,0,0,0,0,0,0.122801851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,0,0,557.75,1111.5,2225,2,28500641,9016990.994,39498818,17602612,0,0,BENIGN
271,192.168.50.7-34.208.208.167-51500-443-6,34.208.208.167,443,192.168.50.7,51500,6,52:13.9,132757,4,2,62,70,31,0,15.5,17.89785834,35,35,35,0,994.2978525,45.19535693,26551.4,59102.19902,132276,2,132757,44252.33333,76642.95956,132752,2,3,3,0,3,3,1,0,0,0,80,40,30.13023795,15.06511898,0,35,23.28571429,16.00743875,256.2380952,0,0,1,0,0,1,0,0,0,27.16666667,15.5,35,80,0,0,0,0,0,0,4,62,2,70,119,255,1,20,0,0,0,0,0,0,0,0,0,1,BENIGN
1273,192.168.50.6-4.2.2.4-54578-53-17,192.168.50.6,54578,4.2.2.4,53,17,52:18.0,65115,2,2,62,182,31,31,31,0,91,91,91,0,3747.216463,61.42977808,21705,37591.56471,65112,1,1,1,0,1,1,2,2,0,2,2,0,0,0,0,16,40,30.71488904,30.71488904,31,91,55,32.86335345,1080,0,0,0,0,0,0,0,0,1,68.75,31,91,16,0,0,0,0,0,0,2,62,2,182,-1,-1,1,8,0,0,0,0,0,0,0,0,0,0,BENIGN
2569,192.168.50.6-4.2.2.4-57129-53-17,192.168.50.6,57129,4.2.2.4,53,17,52:18.0,20700,2,2,94,206,47,47,47,0,103,103,103,0,14492.75362,193.236715,6900,11947.68651,20696,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,16,64,96.61835749,96.61835749,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47,103,16,0,0,0,0,0,0,2,94,2,206,-1,-1,1,8,0,0,0,0,0,0,0,0,0,0,BENIGN
10,192.168.50.6-74.208.236.171-56978-80-6,192.168.50.6,56978,74.208.236.171,80,6,52:18.0,501734,13,10,1510,12318,386,0,116.1538462,181.411524,3239,0,1231.8,1220.375607,27560.42046,45.84102333,22806.09091,75606.00606,352346,1,501734,41811.16667,116519.6434,407397,1,407588,45287.55556,116583.0614,352346,2,0,0,0,0,284,224,25.91014362,19.93087971,0,3239,576.1666667,959.6250022,920880.1449,0,0,0,0,1,0,0,0,0,601.2173913,116.1538462,1231.8,284,0,0,0,0,0,0,13,1510,10,12318,8192,1892,4,20,0,0,0,0,0,0,0,0,drmokhberi.ca/2018/04/18/installing-docker-ce-on-ubuntu-17-10-artful-aardvark/,0,BENIGN
1844,192.168.50.6-8.8.8.8-63196-53-17,192.168.50.6,63196,8.8.8.8,53,17,52:18.1,55414,2,2,84,400,42,42,42,0,200,200,200,0,8734.254881,72.18392464,18471.33333,31987.22567,55407,2,5,5,0,5,5,2,2,0,2,2,0,0,0,0,64,40,36.09196232,36.09196232,42,200,105.2,86.54016409,7489.2,0,0,0,0,0,0,0,0,1,131.5,42,200,64,0,0,0,0,0,0,2,84,2,400,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
2925,192.168.50.6-8.8.8.8-57129-53-17,192.168.50.6,57129,8.8.8.8,53,17,52:18.1,45922,2,2,94,206,47,47,47,0,103,103,103,0,6532.816515,87.1042202,15307.33333,26507.01689,45915,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,40,43.5521101,43.5521101,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47,103,64,0,0,0,0,0,0,2,94,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
1789,192.168.50.6-8.8.8.8-54578-53-17,192.168.50.6,54578,8.8.8.8,53,17,52:18.1,83043,2,2,62,182,31,31,31,0,91,91,91,0,2938.236817,48.16781667,27681,47940.56828,83038,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,64,40,24.08390834,24.08390834,31,91,55,32.86335345,1080,0,0,0,0,0,0,0,0,1,68.75,31,91,64,0,0,0,0,0,0,2,62,2,182,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
2893,192.168.50.6-4.2.2.4-52068-53-17,192.168.50.6,52068,4.2.2.4,53,17,52:18.1,20729,2,2,88,120,44,44,44,0,60,60,60,0,10034.25153,192.9663756,6909.666667,11965.29566,20726,1,1,1,0,1,1,2,2,0,2,2,0,0,0,0,64,64,96.4831878,96.4831878,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63,44,60,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
866,192.168.50.6-4.2.2.4-49154-53-17,192.168.50.6,49154,4.2.2.4,53,17,52:18.1,20721,2,2,88,144,44,44,44,0,72,72,72,0,11196.37083,193.0408764,6907,11958.07878,20715,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,40,96.5204382,96.5204382,44,72,55.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,69,44,72,64,0,0,0,0,0,0,2,88,2,144,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
3076,192.168.50.6-4.2.2.4-55698-53-17,192.168.50.6,55698,4.2.2.4,53,17,52:18.1,20648,2,2,74,186,37,37,37,0,93,93,93,0,12592.0186,193.723363,6882.666667,11916.79824,20643,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,40,64,96.86168152,96.86168152,37,93,59.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,74.25,37,93,40,0,0,0,0,0,0,2,74,2,186,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
1431,192.168.50.6-4.2.2.4-60209-53-17,192.168.50.6,60209,4.2.2.4,53,17,52:18.1,20725,2,2,76,188,38,38,38,0,94,94,94,0,12738.23884,193.0036188,6908.333333,11962.98626,20722,1,2,2,0,2,2,1,1,0,1,1,0,0,0,0,40,64,96.50180941,96.50180941,38,94,60.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,75.5,38,94,40,0,0,0,0,0,0,2,76,2,188,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
197,192.168.50.6-23.15.4.25-56979-80-6,192.168.50.6,56979,23.15.4.25,80,6,52:18.1,110012969,32,30,1208,1536,297,0,37.75,99.55611159,384,0,51.2,132.766427,24.94251382,0.563569919,1803491.295,3864113.09,10017048,1,109998059,3548324.484,4853364.71,10031949,1,109998096,3793037.793,4937098.376,10031947,1,0,0,0,0,664,864,0.290874797,0.272695122,0,384,43.55555556,115.2251342,13276.83154,0,0,0,0,1,0,0,0,0,44.25806452,37.75,51.2,664,0,0,0,0,0,0,32,1208,30,1536,8192,245,24,20,26265.36364,25552.72102,84696,14830,9973558.091,95059.26768,10017048,9696623,detectportal.firefox.com/success.txt,0,BENIGN
