Unnamed: 0,Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,SimillarHTTP,Inbound,Label
104963,192.168.50.8-74.208.236.171-59994-80-6,74.208.236.171,80,192.168.50.8,59994,6,09:01.2,0,2,0,0,0,0,0,0,0,0,0,0,0,,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,29200,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
27717,192.168.50.8-74.208.236.171-59988-80-6,74.208.236.171,80,192.168.50.8,59988,6,09:01.2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,29200,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
139732,192.168.50.8-74.208.236.171-59996-80-6,74.208.236.171,80,192.168.50.8,59996,6,09:01.2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,29200,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
186540,192.168.50.8-74.208.236.171-59986-80-6,74.208.236.171,80,192.168.50.8,59986,6,09:01.2,43,2,0,0,0,0,0,0,0,0,0,0,0,0,46511.62791,43,0,43,43,43,43,0,43,43,0,0,0,0,0,0,0,0,0,64,0,46511.62791,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,29200,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
45660,192.168.50.8-74.208.236.171-59992-80-6,74.208.236.171,80,192.168.50.8,59992,6,09:01.2,0,2,0,0,0,0,0,0,0,0,0,0,0,,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,29200,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
21127,192.168.50.8-74.208.236.171-59983-80-6,74.208.236.171,80,192.168.50.8,59983,6,09:01.2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,29200,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
23296,192.168.50.8-74.208.236.171-59995-80-6,74.208.236.171,80,192.168.50.8,59995,6,09:01.2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,29200,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
4371,192.168.50.8-74.208.236.171-59990-80-6,74.208.236.171,80,192.168.50.8,59990,6,09:01.2,0,2,0,0,0,0,0,0,0,0,0,0,0,,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,29200,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
149708,192.168.50.8-74.208.236.171-59989-80-6,74.208.236.171,80,192.168.50.8,59989,6,09:01.2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,29200,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
142653,192.168.50.8-74.208.236.171-59984-80-6,74.208.236.171,80,192.168.50.8,59984,6,09:01.2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,29200,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
103104,192.168.50.8-74.208.236.171-59987-80-6,74.208.236.171,80,192.168.50.8,59987,6,09:01.2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,29200,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
65365,192.168.50.8-74.208.236.171-59985-80-6,74.208.236.171,80,192.168.50.8,59985,6,09:01.2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,29200,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
317,192.168.50.253-224.0.0.5-0-0-0,192.168.50.253,0,224.0.0.5,0,0,09:01.2,114407262,56,0,0,0,0,0,0,0,0,0,0,0,0,0.489479418,2080132.036,3885996.447,9998663,0,114407262,2080132.036,3885996.447,9998663,0,0,0,0,0,0,0,0,0,0,0,0,0.489479418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,-1,-1,0,0,236555.9167,819437.6722,2838620,3,9297382.167,857110.4171,9998663,6691282,0,0,BENIGN
11,192.168.50.9-72.21.91.29-50576-80-6,192.168.50.9,50576,72.21.91.29,80,6,09:01.7,12703827,5,4,0,0,0,0,0,0,0,0,0,0,0,0.708447935,1587978.375,3586261.054,10211316,1,12703827,3175956.75,4850452.028,10239965,4,10240086,3413362,5912114.677,10240084,1,0,0,0,0,160,128,0.393582186,0.314865749,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,4,0,241,285,0,32,28653,0,28653,28653,10211316,0,10211316,10211316,0,0,BENIGN
9,192.168.50.9-72.21.91.29-50578-80-6,192.168.50.9,50578,72.21.91.29,80,6,09:01.7,12703773,5,4,0,0,0,0,0,0,0,0,0,0,0,0.708450946,1587971.625,3586259.52,10211316,1,12703773,3175943.25,4850455.374,10239966,3,10240083,3413361,5912112.945,10240081,1,0,0,0,0,160,128,0.393583859,0.314867087,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,4,0,241,285,0,32,28653,0,28653,28653,10211316,0,10211316,10211316,0,0,BENIGN
8,192.168.50.9-72.21.91.29-50580-80-6,192.168.50.9,50580,72.21.91.29,80,6,09:01.7,12703770,5,4,0,0,0,0,0,0,0,0,0,0,0,0.708451113,1587971.25,3586526.851,10211855,1,12703770,3175942.5,4850455.69,10239966,3,10240113,3413371,5912130.265,10240111,1,0,0,0,0,160,128,0.393583952,0.314867161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,4,0,241,285,0,32,28114,0,28114,28114,10211855,0,10211855,10211855,0,0,BENIGN
10,192.168.50.9-72.21.91.29-50574-80-6,192.168.50.9,50574,72.21.91.29,80,6,09:01.7,12703772,5,4,0,0,0,0,0,0,0,0,0,0,0,0.708451002,1587971.5,3586507.855,10211808,0,12703772,3175943,4850455.592,10239966,3,10240066,3413355.333,5912103.996,10240065,0,0,0,0,0,160,128,0.39358389,0.314867112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,4,0,253,287,0,32,28161,0,28161,28161,10211808,0,10211808,10211808,0,0,BENIGN
17,172.217.11.14-192.168.50.9-80-57742-6,192.168.50.9,57742,172.217.11.14,80,6,09:02.2,13192214,5,4,0,0,0,0,0,0,0,0,0,0,0,0.682220589,1649026.75,3600286.897,10198620,0,13192214,3298053.5,4832677.594,10239986,1,10239919,3413306.333,5912019.125,10239918,0,0,0,0,0,160,128,0.379011438,0.30320915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,4,0,251,244,0,32,41367,0,41367,41367,10198620,0,10198620,10198620,0,0,BENIGN
16,192.168.50.9-104.88.35.145-38948-443-6,192.168.50.9,38948,104.88.35.145,443,6,09:02.2,13192096,7,4,62,0,31,0,8.857142857,15.12645113,0,0,0,0,4.699783871,0.833832622,1319209.6,3258544.095,10216512,1,13192096,2198682.667,4112583.784,10239986,1,10238045,3412681.667,5910936.305,10238043,1,0,0,0,0,224,128,0.53062076,0.303211863,0,31,5.166666667,12.06673363,145.6060606,0,0,0,0,0,1,0,0,0,5.636363636,8.857142857,0,224,0,0,0,0,0,0,7,62,4,0,364,243,2,32,23475,0,23475,23475,10216512,0,10216512,10216512,0,0,BENIGN
289,172.217.11.2-192.168.50.6-443-55314-6,192.168.50.6,55314,172.217.11.2,443,6,09:02.2,111715314,12,6,337,196,46,6,28.08333333,19.93835196,46,6,32.66666667,20.65591118,4.771055829,0.161123837,6571489.059,18557020.76,58801649,0,111715314,10155937.64,22603924.44,58801649,1,58863999,11772799.8,26324777.84,58863994,0,1,0,0,0,240,120,0.107415891,0.053707946,6,46,30.47368421,19.50033738,380.2631579,0,0,1,0,0,1,0,0,0,32.16666667,28.08333333,32.66666667,240,0,0,0,0,0,0,12,337,6,196,255,255,11,20,62332,35.35533906,62357,62307,55793560.5,4254079.554,58801649,52785472,0,0,BENIGN
287,192.168.50.6-104.19.199.151-55319-443-6,192.168.50.6,55319,104.19.199.151,443,6,09:02.2,111714791,12,6,288,168,39,6,24,16.43167673,39,6,28,17.04112672,4.08182297,0.161124591,6571458.294,18551187.12,58785998,0,111714791,10155890.09,22596270.56,58785998,1,58863972,11772794.4,26324765.77,58863967,0,1,0,0,0,240,120,0.107416394,0.053708197,6,39,26.05263158,16.09511204,259.0526316,0,0,1,0,0,1,0,0,0,27.5,24,28,240,0,0,0,0,0,0,12,288,6,168,254,31,11,20,77971,55.15432893,78010,77932,55777994,4253960.052,58785998,52769990,0,0,BENIGN
285,172.217.12.198-192.168.50.6-443-55315-6,192.168.50.6,55315,172.217.12.198,443,6,09:02.2,111714554,12,6,337,196,46,6,28.08333333,19.93835196,46,6,32.66666667,20.65591118,4.771088286,0.161124933,6571444.353,18557134,58801750,0,111714554,10155868.55,22604085.22,58801750,0,58863931,11772786.2,26324748.55,58863928,0,1,0,0,0,240,120,0.107416622,0.053708311,6,46,30.47368421,19.50033738,380.2631579,0,0,1,0,0,1,0,0,0,32.16666667,28.08333333,32.66666667,240,0,0,0,0,0,0,12,337,6,196,255,270,11,20,62257.5,71.4177849,62308,62207,55793826,4253846.915,58801750,52785902,0,0,BENIGN
278,172.217.12.198-192.168.50.6-443-55318-6,192.168.50.6,55318,172.217.12.198,443,6,09:02.2,111712721,13,6,368,196,46,6,28.30769231,19.10665074,46,6,32.66666667,20.65591118,5.048664064,0.170079109,6206262.278,18063941.36,58786096,1,111712721,9309393.417,21743438.8,58786096,1,58864144,11772828.8,26324842.69,58864139,1,1,0,0,0,260,120,0.116369916,0.053709192,6,46,30.5,18.98059951,360.2631579,0,0,1,0,0,1,0,0,0,32.10526316,28.30769231,32.66666667,260,0,0,0,0,0,0,13,368,6,196,257,247,12,20,77897.5,92.63098834,77963,77832,55778218.5,4253781.154,58786096,52770341,0,0,BENIGN
284,172.217.10.2-192.168.50.6-443-55309-6,192.168.50.6,55309,172.217.10.2,443,6,09:02.2,111714321,13,6,368,196,46,6,28.30769231,19.10665074,46,6,32.66666667,20.65591118,5.048591756,0.170076673,6206351.167,18069602.69,58801754,0,111714321,9309526.75,21750681.35,58801754,0,58863929,11772785.8,26324723.06,58863882,1,1,0,0,0,260,120,0.11636825,0.053708423,6,46,30.5,18.98059951,360.2631579,0,0,1,0,0,1,0,0,0,32.10526316,28.30769231,32.66666667,260,0,0,0,0,0,0,13,368,6,196,255,251,12,20,62229.5,40.30508653,62258,62201,55793901.5,4253745.799,58801754,52786049,0,0,BENIGN
315,192.168.50.8-23.63.78.40-59971-80-6,192.168.50.8,59971,23.63.78.40,80,6,09:02.4,110159053,26,26,738,780,297,6,28.38461538,79.07822806,384,0,30,104.2274436,13.78007489,0.472044726,2159981.431,4127736.164,10008260,0,110120704,4404828.16,5051619.604,10046471,1,110120516,4404820.64,5072249.285,10046610,0,0,0,0,0,520,784,0.236022363,0.236022363,0,384,28.75471698,90.77442576,8239.996372,0,0,0,0,0,1,0,0,1,29.30769231,28.38461538,30,520,0,0,0,0,0,0,26,738,26,780,16329,245,25,20,58252.27273,65986.55131,257209,38152,9952720.545,127903.9076,10008260,9626177,detectportal.firefox.com/success.txt,0,BENIGN
300,185.167.164.42-192.168.50.9-443-50278-6,192.168.50.9,50278,185.167.164.42,443,6,09:02.5,112351886,12,4,307,184,46,0,25.58333333,22.96819276,46,46,46,0,4.370198111,0.142409714,7490125.733,19774534.14,58508034,1,112351886,10213807.82,22734203.3,58508034,1,58536976,19512325.33,33796335.39,58536972,1,1,0,0,0,384,128,0.106807286,0.035602429,0,46,31.58823529,21.32210949,454.6323529,0,0,1,0,0,1,0,0,0,33.5625,25.58333333,46,384,0,0,0,0,0,0,12,307,4,184,364,16384,6,32,29459.5,760.1397898,29997,28922,56146343,3339935.442,58508034,53784652,0,0,BENIGN
19,172.217.11.14-192.168.50.9-80-57744-6,192.168.50.9,57744,172.217.11.14,80,6,09:02.7,13680189,5,4,0,0,0,0,0,0,0,0,0,0,0,0.657885648,1710023.625,3628979.033,10199091,0,13680189,3420047.25,4827187.579,10239973,0,10240034,3413344.667,5912084.654,10240032,1,0,0,0,0,160,128,0.365492026,0.292393621,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,4,0,251,244,0,32,40882,0,40882,40882,10199091,0,10199091,10199091,0,0,BENIGN
20,172.217.11.14-192.168.50.9-80-57702-6,192.168.50.9,57702,172.217.11.14,80,6,09:02.7,13676175,5,4,0,0,0,0,0,0,0,0,0,0,0,0.658078739,1709521.875,3627485.744,10194770,0,13676175,3419043.75,4825296.34,10235957,1,10235981,3411993.667,5909704.817,10235933,0,0,0,0,0,160,128,0.3655993,0.29247944,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,4,0,273,252,0,32,41188,0,41188,41188,10194770,0,10194770,10194770,0,0,BENIGN
326,192.168.50.8-72.21.91.29-59977-80-6,192.168.50.8,59977,72.21.91.29,80,6,09:02.9,119727025,30,30,1036,3164,440,0,34.53333333,110.2285192,788,0,105.4666667,272.2924054,35.07979923,0.501139989,2029271.61,4026496.673,10018178,0,119699075,4127554.31,4983546.126,10046424,0,119698894,4127548.069,4985527.939,10046210,1,0,0,0,0,624,888,0.250569995,0.250569995,0,788,68.95081967,207.4452881,43033.54754,0,0,0,0,0,1,0,0,1,70.1,34.53333333,105.4666667,624,0,0,0,0,0,0,30,1036,30,3164,16228,290,27,20,46931.16667,64988.48676,253297,28006,9927991.583,205277.7239,10018178,9307434,ocsp.digicert.com/,0,BENIGN
247,192.168.50.8-72.21.91.29-59976-80-6,192.168.50.8,59976,72.21.91.29,80,6,09:02.9,105378791,23,22,138,0,6,6,6,0,0,0,0,0,1.309561428,0.4270309,2394972.523,4242495.282,10017929,1,105378791,4789945.045,5012333.889,10046452,1,100355051,4778811.952,5135833.653,10046639,1,0,0,0,0,460,704,0.218260238,0.208770662,0,6,3.130434783,3.03028195,9.182608696,0,0,0,0,0,1,0,0,0,3.2,6,0,460,0,0,0,0,0,0,23,138,22,0,16228,288,22,20,28678.2,165.7198439,29057,28513,10006829.8,7528.969234,10017929,10001761,0,0,BENIGN
100,192.168.50.8-52.37.207.140-59974-443-6,192.168.50.8,59974,52.37.207.140,443,6,09:03.0,50689582,13,14,78,134,6,6,6,0,31,6,9.571428571,9.07841299,4.182318963,0.53265383,1949599.308,4008682.513,10017475,1,50689582,4224131.833,5183941.459,10108845,1,50597764,3892135.692,5105204.448,10108679,1,0,0,0,0,260,280,0.256462955,0.276190875,6,31,7.785714286,6.556631604,42.98941799,0,0,0,0,0,1,0,0,1,8.074074074,6,9.571428571,260,0,0,0,0,0,0,13,78,14,134,63979,31320,12,20,91367.4,130.6131693,91556,91206,10004988.6,6981.703753,10017475,10001670,0,0,BENIGN
33,192.168.50.9-23.192.125.11-43528-80-6,192.168.50.9,43528,23.192.125.11,80,6,09:03.5,13913079,5,4,0,0,0,0,0,0,0,0,0,0,0,0.646873348,1739134.875,3656871.148,10222543,1,13913079,3478269.75,4830731.339,10244001,2,10244062,3414687.333,5914410.221,10244060,1,0,0,0,0,160,128,0.359374082,0.287499266,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,4,0,256,243,0,32,21504,0,21504,21504,10222543,0,10222543,10222543,0,0,BENIGN
31,192.168.50.9-52.85.89.37-53410-443-6,192.168.50.9,53410,52.85.89.37,443,6,09:03.7,13657003,6,4,31,0,31,0,5.166666667,12.655697,0,0,0,0,2.269897722,0.732225072,1517444.778,3441468.969,10201086,1,13657003,2731400.6,4450586.458,10240010,1,10240476,3413492,5912339.843,10240474,1,0,0,0,0,192,128,0.439335043,0.292890029,0,31,2.818181818,9.346851682,87.36363636,0,0,0,0,0,1,0,0,0,3.1,5.166666667,0,192,0,0,0,0,0,0,6,31,4,0,333,122,1,32,38925,0,38925,38925,10201086,0,10201086,10201086,0,0,BENIGN
316,192.168.50.6-23.194.142.213-55285-443-6,192.168.50.6,55285,23.194.142.213,443,6,09:04.0,110154268,34,38,16258,1824,2920,6,478.1764706,939.8677041,438,0,48,135.592394,164.151606,0.653628782,1551468.563,3632851.79,10011328,0,110133296,3337372.606,4779321.517,10032104,1,110133308,2976575.892,4635258.034,10032244,0,0,0,0,0,680,1024,0.308658036,0.344970746,0,2920,247.7808219,679.1617637,461260.7013,0,0,0,0,0,1,0,0,1,251.2222222,478.1764706,48,680,0,0,0,0,0,0,34,16258,38,1824,251,1392,33,20,36454.63636,37809.07642,140607,20722,9975663,82813.83267,10011328,9735723,0,0,BENIGN
